locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
632078,Scotch Bonnet,Truck,101000,01ST ST: STEVENSON ST to JESSIE ST (21 - 56),50 01ST ST,3708055,3708,055,15MFF-0073,REQUESTED,Cupcakes,6013063.33,2115738.283,37.7901490737255,-122.398658184604,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0073&ExportPDF=1&Filename=15MFF-0073_schedule.pdf,,,Mar 16 2015 12:33PM,0,03/15/2016 12:00:00 AM,"(37.7901490874965, -122.398658184594)"
598046,Missing Link SF,,103000,01ST ST: ELIM ALY to MISSION ST (72 - 99),97 01ST ST,3709008,3709,008,14MFF-0133,REQUESTED,smoked sausages: deer: wild boar: pheasant: buffalo: beef: turkey: coleslaw: vegetarian baked beans,6013385.483,2115736.96,37.7901633841957,-122.39754345993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0133&ExportPDF=1&Filename=14MFF-0133_schedule.pdf,,,Nov 10 2014  2:57PM,0,,"(37.7901633979667, -122.39754345992)"
526147,Cheese Gone Wild,Truck,106000,01ST ST: NATOMA ST to HOWARD ST (165 - 199),400 HOWARD ST,3720008,3720,008,14MFF-0035,EXPIRED,Grilled Cheese Sandwiches,6013858.05956,2115347.09492,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0035&ExportPDF=1&Filename=14MFF-0035_schedule.pdf,,03/13/2014 12:25:46 PM,Mar 13 2014 12:14PM,0,03/15/2015 12:00:00 AM,"(37.7891192214396, -122.395881039325)"
630926,Mini Mobile Food Catering,Truck,110000,01ST ST: CLEMENTINA ST to FOLSOM ST (245 - 299),245 01ST ST,3737012,3737,012,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6014220.898,2114895.75,37.7879000978181,-122.394594036205,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7879001115912, -122.394594036195)"
631766,Steve's Mobile Deli,Truck,113000,01ST ST: LANSING ST to HARRISON ST \ I-80 E ON RAMP (362 - 399),390 01ST ST,3749058,3749,058,15MFF-0064,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6014531.475,2114230.765,37.7860914634251,-122.3934729318,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0064&ExportPDF=1&Filename=15MFF-0064_schedule.pdf,,03/13/2015 01:40:01 PM,Mar 13 2015  1:36PM,1,03/15/2016 12:00:00 AM,"(37.7860914772, -122.39347293179)"
559777,Mang Hang Catering,Truck,131000,02ND ST: JESSIE ST to MISSION ST (69 - 99),85 02ND ST,3708019,3708,019,14MFF-0109,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6012696.635,2115129.488,37.7884570288289,-122.399884160566,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,,,Jul 10 2014  2:56PM,1,03/15/2015 12:00:00 AM,"(37.7884570426015, -122.399884160556)"
627182,"Expresso Subito, LLC.",Truck,131000,02ND ST: JESSIE ST to MISSION ST (69 - 99),84 02ND ST,3707011,3707,011,15MFF-0032,REQUESTED,Espresso Drinks,6012576.846,2115003.735,37.7881050616463,-122.400289778405,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0032&ExportPDF=1&Filename=15MFF-0032_schedule.pdf,,,Mar  5 2015  1:52PM,0,03/15/2016 12:00:00 AM,"(37.7881050754192, -122.400289778395)"
627141,Senor Sisig,Truck,132000,02ND ST: MISSION ST to MINNA ST (100 - 130),120 02ND ST,3722002,3722,002,15MFF-0029,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,6012781.49,2114784.339,37.7875140607381,-122.399566331429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0029&ExportPDF=1&Filename=15MFF-0029_schedule.pdf,,03/17/2015 12:34:34 PM,Mar  5 2015 11:39AM,0,03/15/2016 12:00:00 AM,"(37.7875140745116, -122.399566331419)"
632684,Quan Catering,Truck,135000,02ND ST: HOWARD ST to TEHAMA ST (200 - 227),222 02ND ST,3735063,3735,063,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013157.288,2114341.766,37.786319798284,-122.398235074249,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,03/17/2015 07:45:28 AM,Mar 16 2015  2:39PM,1,03/15/2016 12:00:00 AM,"(37.7863198120587, -122.398235074239)"
625746,Celtic Catering,Truck,138000,02ND ST: FOLSOM ST to DOW PL (300 - 353),611 FOLSOM ST,3750 087,3750,087,15MFF-0018,APPROVED,Eritrean & Irish Fusion Burgers: Irish Stew: Eritrean Stew:  Shepard's Pie: Beverages,6013638.205,2113844.023,37.7849798870735,-122.396536309753,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0018&ExportPDF=1&Filename=15MFF-0018_schedule.pdf,,02/26/2015 02:37:08 PM,Feb 26 2015  2:29PM,0,03/15/2016 12:00:00 AM,"(37.7849799008494, -122.396536309744)"
629199,Linda's Catering,Truck,142000,02ND ST: BRYANT ST to TABER PL (500 - 518),501 02ND ST,3774067,3774,067,15MFF-0047,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6014675.196,2113164.273,37.7831711043434,-122.392901049479,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0047&ExportPDF=1&Filename=15MFF-0047_schedule.pdf,,05/01/2015 03:45:15 PM,Mar 10 2015  4:16PM,1,03/15/2016 12:00:00 AM,"(37.7831711181211, -122.392901049469)"
559774,Mang Hang Catering,Truck,144000,02ND ST: FEDERAL ST to SOUTH PARK (519 - 548),544 02ND ST,3775005,3775,005,14MFF-0109,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6014572.797,2112894.093,37.7824235632947,-122.393236399398,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,,,Jul 10 2014  2:56PM,1,03/15/2015 12:00:00 AM,"(37.7824235770731, -122.393236399388)"
632932,Think is Good Inc.,Truck,147000,02ND ST: BRANNAN ST to TOWNSEND ST (600 - 699),625 02ND ST,3789007,3789,007,15MFF-0085,APPROVED,Sushi Burrito: Chicken Burrito: Tempura Burrito,6015195.702,2112613.963,37.7816889753451,-122.391061817287,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0085&ExportPDF=1&Filename=15MFF-0085_schedule.pdf,,03/17/2015 02:08:36 PM,Mar 17 2015  2:04PM,0,03/15/2016 12:00:00 AM,"(37.7816889891243, -122.391061817277)"
631753,Steve's Mobile Deli,Truck,148000,02ND ST: TOWNSEND ST to KING ST (700 - 799),750 02ND ST,3794002A,3794,002A,15MFF-0064,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6015411.83,2111996.555,37.7800057026855,-122.390270961311,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0064&ExportPDF=1&Filename=15MFF-0064_schedule.pdf,,03/13/2015 01:40:01 PM,Mar 13 2015  1:36PM,1,03/15/2016 12:00:00 AM,"(37.7800057164663, -122.390270961301)"
305735,Bombay Blvd.,Truck,165000,03RD ST: JESSIE ST to MISSION ST (68 - 99),86 03RD ST,3706093,3706,093,11MFF-0040,REQUESTED,Indian Style: BBQ: Variety of Curries: Rice: Wraps: Breads (Naan: Rotis: Parathas): Desserts: Pizza.  Beverages: Condiments: Indian Soups: Salads & Appetizer Varieties.,6011914.846,2114325.584,37.7862060821039,-122.402532491346,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0040&ExportPDF=1&Filename=11MFF-0040_schedule.pdf,,,Mar  7 2011  4:38PM,0,,"(37.7862060958787, -122.402532491336)"
626361,Tacos El Ojo De Agua,Truck,177000,03RD ST: SOUTH PARK to VARNEY PL (548 - 586),551 03RD ST,3775025,3775,025,15MFF-0027,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Salads: Soup: Fruits: Juices: Soda: Water,6014157.282,2112255.562,37.7806472100484,-122.394629181662,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0027&ExportPDF=1&Filename=15MFF-0027_schedule.pdf,,04/17/2015 02:01:08 PM,Mar  3 2015 11:09AM,0,03/15/2016 12:00:00 AM,"(37.7806472238285, -122.394629181652)"
629230,Got Snacks,Push Cart,184001,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL (1000 - 1099),1020 03RD ST,8714002,8714,002,15MFF-0048,APPROVED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,6015168.306,2110364.21,37.7755101380495,-122.390999306002,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0048&ExportPDF=1&Filename=15MFF-0048_schedule.pdf,,03/11/2015 08:41:54 AM,Mar 11 2015  8:32AM,1,03/15/2016 12:00:00 AM,"(37.7755101518346, -122.390999305993)"
633504,DO UC US Mobile Catering,Truck,185104,03RD ST: MISSION BAY BLVD to SOUTH ST (1401 - 1599) -- EAST --,1501 03RD ST,8720013,8720,013,15MFF-0096,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015663.18414,2108672.39344,37.7708922310318,-122.389169231483,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0096&ExportPDF=1&Filename=15MFF-0096_schedule.pdf,,03/19/2015 11:10:20 AM,Mar 19 2015 11:04AM,1,03/15/2016 12:00:00 AM,"(37.7708922448214, -122.389169231473)"
626838,Two G's Catering,Truck,185105,03RD ST: SOUTH ST to 16TH ST (1601 - 1799) -- EAST --,1799 03RD ST,8722001,8722,001,15MFF-0028,REQUESTED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6016110.001,2107608.418,37.7679955456856,-122.387549426547,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.767995559478, -122.387549426537)"
629894,John's Catering #5,Truck,186201,03RD ST: 16TH ST to MARIPOSA ST (1800 - 1998) -- WEST --,1900 03RD ST,3992003,3992,003,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6015473.195,2106569.082,37.7651064631908,-122.38967948729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,03/12/2015 01:35:52 PM,Mar 11 2015  1:56PM,1,03/15/2016 12:00:00 AM,"(37.765106476986, -122.389679487281)"
641297,Anas Goodies Catering,Truck,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,002,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015805.902,2105904.117,37.7632990560446,-122.388482306805,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.7632990698416, -122.388482306796)"
641331,Anas Goodies Catering,Truck,187201,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,3995105,3995,105,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015620.25,2106039.246,37.7636598013494,-122.389133857405,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.763659815146, -122.389133857395)"
437222,Natan's Catering,Truck,188101,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,004,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,
645810,Natan's Catering,Truck,188101,03RD ST: 18TH ST to 19TH ST (2101 - 2199) -- EAST --,2101 03RD ST,4045004,4045,004,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,04/16/2015 10:44:13 AM,Apr 16 2015 10:37AM,1,03/15/2016 12:00:00 AM,
639697,May Catering,Truck,191101,03RD ST: 22ND ST to 23RD ST (2501 - 2699) -- EAST --,2565 03RD ST,4173001,4173,001,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015998.409,2103503.194,37.7567172998371,-122.387648962993,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7567173136405, -122.387648962983)"
635749,M M Catering,Truck,192201,03RD ST: 23RD ST to 24TH ST (2700 - 2798) -- WEST --,2700 03RD ST,4230001,4230,001,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6015750.256,2102782.473,37.7547246040128,-122.388456870373,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,,03/27/2015 11:38:37 AM,Mar 26 2015  3:00PM,1,03/15/2016 12:00:00 AM,"(37.754724617818, -122.388456870364)"
626058,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2890 03RD ST,4246003,4246,003,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015821.245,2102192.556,37.7531087498713,-122.388170202066,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7531087636781, -122.388170202056)"
626063,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,001,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015771.139,2102415.24,37.7537174169021,-122.388359021044,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7537174307084, -122.388359021034)"
639700,May Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,001,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015771.139,2102415.24,37.7537174169021,-122.388359021044,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,04/07/2015 02:40:48 PM,Apr  7 2015  2:31PM,1,03/15/2016 12:00:00 AM,"(37.7537174307084, -122.388359021034)"
632778,Tacos El Flaco,Truck,194101,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,4296010,4296,010,15MFF-0082,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,6016154.266,2101929.534,37.7524049924783,-122.387000196298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0082&ExportPDF=1&Filename=15MFF-0082_schedule.pdf,,04/24/2015 03:01:27 PM,Mar 16 2015  4:51PM,0,03/15/2016 12:00:00 AM,"(37.7524050062858, -122.387000196288)"
632677,Quan Catering,Truck,194201,03RD ST: 25TH ST to 26TH ST (2900 - 2998) -- WEST --,2920 03RD ST,4295014,4295,014,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6015872.066,2101777.398,37.7519716288769,-122.387965483801,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,03/17/2015 07:45:28 AM,Mar 16 2015  2:39PM,1,03/15/2016 12:00:00 AM,"(37.7519716426848, -122.387965483791)"
641323,Anas Goodies Catering,Truck,195201,03RD ST: 26TH ST to CESAR CHAVEZ ST (3000 - 3098) -- WEST --,3000 03RD ST,4315008,4315,008,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015877.515,2101228.261,37.7504641155225,-122.387908325902,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.7504641293319, -122.387908325892)"
641308,Anas Goodies Catering,Truck,196000,03RD ST: CESAR CHAVEZ ST to MARIN ST (3100 - 3199),3150 03RD ST,4355006,4355,006,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015847.697,2100856.956,37.7494429376004,-122.387985532504,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.7494429514107, -122.387985532494)"
437220,Natan's Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3201 03RD ST,4377001,4377,001,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016160.221,2100487.333,37.7484453388377,-122.38687903198,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,04/12/2013 02:43:48 PM,Apr 12 2013  2:33PM,1,03/15/2014 12:00:00 AM,"(37.748445352649, -122.38687903197)"
641320,Anas Goodies Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,4502A002,4502A,002,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6018751.714,2098754.754,37.7438311721327,-122.377797368962,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.7438311859485, -122.377797368952)"
641325,Anas Goodies Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3255 03RD ST,4377001,4377,001,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016160.221,2100487.333,37.7484453388377,-122.38687903198,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,05/07/2015 12:58:52 PM,Apr  9 2015  4:06PM,1,03/15/2016 12:00:00 AM,"(37.748445352649, -122.38687903197)"
645808,Natan's Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3201 03RD ST,4377001,4377,001,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016160.221,2100487.333,37.7484453388377,-122.38687903198,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,04/16/2015 10:44:13 AM,Apr 16 2015 10:37AM,1,03/15/2016 12:00:00 AM,"(37.748445352649, -122.38687903197)"
632683,Quan Catering,Truck,198101,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3401 - 3499) -- EAST --,3433 03RD ST,5203023,5203,023,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,03/17/2015 07:45:28 AM,Mar 16 2015  2:39PM,1,03/15/2016 12:00:00 AM,
632707,Park's Catering,Truck,198201,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3400 - 3498) -- WEST --,3450 03RD ST,5211029,5211,029,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015874.731,2099503.899,37.7457292216884,-122.387797650837,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,03/17/2015 07:45:54 AM,Mar 16 2015  2:51PM,1,03/15/2016 12:00:00 AM,"(37.7457292355024, -122.387797650827)"
632704,Park's Catering,Truck,202101,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,5242002,5242,002,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015841.555,2097791.762,37.7410262077887,-122.387792927994,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,03/17/2015 07:45:54 AM,Mar 16 2015  2:51PM,1,03/15/2016 12:00:00 AM,"(37.7410262216072, -122.387792927984)"
429253,Your Community Foods,Truck,214201,03RD ST: QUESADA AVE to BAY VIEW ST \ REVERE AVE (5000 - 5098) -- WEST --,5048 03RD ST,5338006,5338,006,13MFF-0094,EXPIRED,Wraps: Sandwiches: Chicken Wings: Fries: Lemonade: Juices,6014631.704,2094818.262,37.7327944920286,-122.391768324832,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0094&ExportPDF=1&Filename=13MFF-0094_schedule.pdf,,06/28/2013 09:47:19 AM,Mar 22 2013  3:27PM,0,03/15/2014 12:00:00 AM,"(37.7327945058551, -122.391768324822)"
